year,COWcode,pol_cat_pitf,regime_imputed
1995,150,D/fact,0
1996,150,D/fact,0
1997,150,D/fact,0
1998,150,D/fact,0
1999,150,D/fact,0
2000,150,D/fact,0
2001,150,D/fact,0
2002,150,D/fact,0
2003,150,D/fact,0
2004,150,D/fact,0
2005,150,D/fact,0
2006,150,D/fact,0
2007,150,D/fact,0
2008,150,D/P,0
2009,150,D/P,0
2010,150,D/P,0
2011,150,D/P,0
2012,150,D/P,0
2013,150,D/P,0
2014,150,D/P,0
2015,150,D/P,0
2016,150,D/P,0
2017,150,D/P,0
2018,150,D/P,0
2019,150,D/P,1
2020,150,D/P,1
2021,150,D/P,1
2022,150,D/P,1
2023,150,D/P,1
2024,150,D/P,1
2025,150,D/P,1
1970,155,D/fact,0
1971,155,D/fact,0
1972,155,D/fact,0
1973,155,A/F,0
1974,155,A/F,0
1975,155,A/F,0
1976,155,A/F,0
1977,155,A/F,0
1978,155,A/F,0
1979,155,A/F,0
1980,155,A/F,0
1981,155,A/F,0
1982,155,A/F,0
1983,155,A/F,0
1984,155,A/F,0
1985,155,A/F,0
1986,155,A/F,0
1987,155,A/F,0
1988,155,A/P,0
1989,155,D/P,0
1990,155,D/P,0
1991,155,D/P,0
1992,155,D/P,0
1993,155,D/P,0
1994,155,D/P,0
1995,155,D/P,0
1996,155,D/P,0
1997,155,D/P,0
1998,155,D/P,0
1999,155,D/P,0
2000,155,D/P,0
2001,155,D/P,0
2002,155,D/P,0
2003,155,D/P,0
2004,155,D/P,0
2005,155,D/P,0
2006,155,D/F,0
2007,155,D/F,0
2008,155,D/F,0
2009,155,D/F,0
2010,155,D/F,0
2011,155,D/F,0
2012,155,D/F,0
2013,155,D/F,0
2014,155,D/F,0
2015,155,D/F,0
2016,155,D/F,0
2017,155,D/F,0
2018,155,D/F,0
2019,155,D/F,1
2020,155,D/F,1
2021,155,D/F,1
2022,155,D/F,1
2023,155,D/F,1
2024,155,D/F,1
2025,155,D/F,1
1970,160,A/F,0
1971,160,A/F,0
1972,160,A/F,0
1973,160,D/fact,0
1974,160,D/fact,0
1975,160,D/fact,0
1976,160,A/F,0
1977,160,A/F,0
1978,160,A/F,0
1979,160,A/F,0
1980,160,A/F,0
1981,160,A/F,0
1982,160,A/F,0
1983,160,D/fact,0
1984,160,D/fact,0
1985,160,D/fact,0
1986,160,D/fact,0
1987,160,D/fact,0
1988,160,D/fact,0
1989,160,D/fact,0
1990,160,D/P,0
1991,160,D/P,0
1992,160,D/P,0
1993,160,D/P,0
1994,160,D/P,0
1995,160,D/P,0
1996,160,D/P,0
1997,160,D/P,0
1998,160,D/P,0
1999,160,D/P,0
2000,160,D/P,0
2001,160,D/P,0
2002,160,D/P,0
2003,160,D/P,0
2004,160,D/P,0
2005,160,D/P,0
2006,160,D/P,0
2007,160,D/P,0
2008,160,D/P,0
2009,160,D/P,0
2010,160,D/P,0
2011,160,D/P,0
2012,160,D/P,0
2013,160,D/P,0
2014,160,D/P,0
2015,160,D/P,0
2016,160,D/P,0
2017,160,D/P,0
2018,160,D/P,0
2019,160,D/P,1
2020,160,D/P,1
2021,160,D/P,1
2022,160,D/P,1
2023,160,D/P,1
2024,160,D/P,1
2025,160,D/P,1
1970,165,D/F,0
1971,165,transition,0
1972,165,transition,0
1973,165,A/F,0
1974,165,A/F,0
1975,165,A/F,0
1976,165,A/F,0
1977,165,A/F,0
1978,165,A/F,0
1979,165,A/F,0
1980,165,A/F,0
1981,165,A/F,0
1982,165,A/F,0
1983,165,A/F,0
1984,165,A/F,0
1985,165,D/P,0
1986,165,D/P,0
1987,165,D/P,0
1988,165,D/P,0
1989,165,D/F,0
1990,165,D/F,0
1991,165,D/F,0
1992,165,D/F,0
1993,165,D/F,0
1994,165,D/F,0
1995,165,D/F,0
1996,165,D/F,0
1997,165,D/F,0
1998,165,D/F,0
1999,165,D/F,0
2000,165,D/F,0
2001,165,D/F,0
2002,165,D/F,0
2003,165,D/F,0
2004,165,D/F,0
2005,165,D/F,0
2006,165,D/F,0
2007,165,D/F,0
2008,165,D/F,0
2009,165,D/F,0
2010,165,D/F,0
2011,165,D/F,0
2012,165,D/F,0
2013,165,D/F,0
2014,165,D/F,0
2015,165,D/F,0
2016,165,D/F,0
2017,165,D/F,0
2018,165,D/F,0
2019,165,D/F,1
2020,165,D/F,1
2021,165,D/F,1
2022,165,D/F,1
2023,165,D/F,1
2024,165,D/F,1
2025,165,D/F,1
1970,200,D/F,0
1971,200,D/F,0
1972,200,D/F,0
1973,200,D/F,0
1974,200,D/F,0
1975,200,D/F,0
1976,200,D/F,0
1977,200,D/F,0
1978,200,D/F,0
1979,200,D/F,0
1980,200,D/F,0
1981,200,D/F,0
1982,200,D/F,0
1983,200,D/F,0
1984,200,D/F,0
1985,200,D/F,0
1986,200,D/F,0
1987,200,D/F,0
1988,200,D/F,0
1989,200,D/F,0
1990,200,D/F,0
1991,200,D/F,0
1992,200,D/F,0
1993,200,D/F,0
1994,200,D/F,0
1995,200,D/F,0
1996,200,D/F,0
1997,200,D/F,0
1998,200,D/F,0
1999,200,D/F,0
2000,200,D/F,0
2001,200,D/F,0
2002,200,D/F,0
2003,200,D/F,0
2004,200,D/F,0
2005,200,D/F,0
2006,200,D/F,0
2007,200,D/F,0
2008,200,D/F,0
2009,200,D/F,0
2010,200,D/F,0
2011,200,D/F,0
2012,200,D/F,0
2013,200,D/F,0
2014,200,D/F,0
2015,200,D/F,0
2016,200,D/fact,0
2017,200,D/fact,0
2018,200,D/fact,0
2019,200,D/fact,1
2020,200,D/fact,1
2021,200,D/fact,1
2022,200,D/fact,1
2023,200,D/fact,1
2024,200,D/fact,1
2025,200,D/fact,1
1970,205,D/F,0
1971,205,D/F,0
1972,205,D/F,0
1973,205,D/F,0
1974,205,D/F,0
1975,205,D/F,0
1976,205,D/F,0
1977,205,D/F,0
1978,205,D/F,0
1979,205,D/F,0
1980,205,D/F,0
1981,205,D/F,0
1982,205,D/F,0
1983,205,D/F,0
1984,205,D/F,0
1985,205,D/F,0
1986,205,D/F,0
1987,205,D/F,0
1988,205,D/F,0
1989,205,D/F,0
1990,205,D/F,0
1991,205,D/F,0
1992,205,D/F,0
1993,205,D/F,0
1994,205,D/F,0
1995,205,D/F,0
1996,205,D/F,0
1997,205,D/F,0
1998,205,D/F,0
1999,205,D/F,0
2000,205,D/F,0
2001,205,D/F,0
2002,205,D/F,0
2003,205,D/F,0
2004,205,D/F,0
2005,205,D/F,0
2006,205,D/F,0
2007,205,D/F,0
2008,205,D/F,0
2009,205,D/F,0
2010,205,D/F,0
2011,205,D/F,0
2012,205,D/F,0
2013,205,D/F,0
2014,205,D/F,0
2015,205,D/F,0
2016,205,D/F,0
2017,205,D/F,0
2018,205,D/F,0
2019,205,D/F,1
2020,205,D/F,1
2021,205,D/F,1
2022,205,D/F,1
2023,205,D/F,1
2024,205,D/F,1
2025,205,D/F,1
1970,210,D/F,0
1971,210,D/F,0
1972,210,D/F,0
1973,210,D/F,0
1974,210,D/F,0
1975,210,D/F,0
1976,210,D/F,0
1977,210,D/F,0
1978,210,D/F,0
1979,210,D/F,0
1980,210,D/F,0
1981,210,D/F,0
1982,210,D/F,0
1983,210,D/F,0
1984,210,D/F,0
1985,210,D/F,0
1986,210,D/F,0
1987,210,D/F,0
1988,210,D/F,0
1989,210,D/F,0
1990,210,D/F,0
1991,210,D/F,0
1992,210,D/F,0
1993,210,D/F,0
1994,210,D/F,0
1995,210,D/F,0
1996,210,D/F,0
1997,210,D/F,0
1998,210,D/F,0
1999,210,D/F,0
2000,210,D/F,0
2001,210,D/F,0
2002,210,D/F,0
2003,210,D/F,0
2004,210,D/F,0
2005,210,D/F,0
2006,210,D/F,0
2007,210,D/F,0
2008,210,D/F,0
2009,210,D/F,0
2010,210,D/F,0
2011,210,D/F,0
2012,210,D/F,0
2013,210,D/F,0
2014,210,D/F,0
2015,210,D/F,0
2016,210,D/F,0
2017,210,D/F,0
2018,210,D/F,0
2019,210,D/F,1
2020,210,D/F,1
2021,210,D/F,1
2022,210,D/F,1
2023,210,D/F,1
2024,210,D/F,1
2025,210,D/F,1
1970,211,D/F,0
1971,211,D/F,0
1972,211,D/F,0
1973,211,D/F,0
1974,211,D/F,0
1975,211,D/F,0
1976,211,D/F,0
1977,211,D/F,0
1978,211,D/F,0
1979,211,D/F,0
1980,211,D/F,0
1981,211,D/F,0
1982,211,D/F,0
1983,211,D/F,0
1984,211,D/F,0
1985,211,D/F,0
1986,211,D/F,0
1987,211,D/F,0
1988,211,D/F,0
1989,211,D/F,0
1990,211,D/F,0
1991,211,D/F,0
1992,211,D/F,0
1993,211,D/F,0
1994,211,D/F,0
1995,211,D/F,0
1996,211,D/F,0
1997,211,D/F,0
1998,211,D/F,0
1999,211,D/F,0
2000,211,D/F,0
2001,211,D/F,0
2002,211,D/F,0
2003,211,D/F,0
2004,211,D/F,0
2005,211,D/F,0
2006,211,D/F,0
2007,211,D/fact,0
2008,211,D/fact,0
2009,211,D/fact,0
2010,211,D/fact,0
2011,211,D/fact,0
2012,211,D/fact,0
2013,211,D/fact,0
2014,211,D/fact,0
2015,211,D/fact,0
2016,211,D/fact,0
2017,211,D/fact,0
2018,211,D/fact,0
2019,211,D/fact,1
2020,211,D/fact,1
2021,211,D/fact,1
2022,211,D/fact,1
2023,211,D/fact,1
2024,211,D/fact,1
2025,211,D/fact,1
1970,212,D/F,0
1971,212,D/F,0
1972,212,D/F,0
1973,212,D/F,0
1974,212,D/F,0
1975,212,D/F,0
1976,212,D/F,0
1977,212,D/F,0
1978,212,D/F,0
1979,212,D/F,0
1980,212,D/F,0
1981,212,D/F,0
1982,212,D/F,0
1983,212,D/F,0
1984,212,D/F,0
1985,212,D/F,0
1986,212,D/F,0
1987,212,D/F,0
1988,212,D/F,0
1989,212,D/F,0
1990,212,D/F,0
1991,212,D/F,0
1992,212,D/F,0
1993,212,D/F,0
1994,212,D/F,0
1995,212,D/F,0
1996,212,D/F,0
1997,212,D/F,0
1998,212,D/F,0
1999,212,D/F,0
2000,212,D/F,0
2001,212,D/F,0
2002,212,D/F,0
2003,212,D/F,0
2004,212,D/F,0
2005,212,D/F,0
2006,212,D/F,0
2007,212,D/F,0
2008,212,D/F,0
2009,212,D/F,0
2010,212,D/F,0
2011,212,D/F,0
2012,212,D/F,0
2013,212,D/F,0
2014,212,D/F,0
2015,212,D/F,0
2016,212,D/F,0
2017,212,D/F,0
2018,212,D/F,0
2019,212,D/F,1
2020,212,D/F,1
2021,212,D/F,1
2022,212,D/F,1
2023,212,D/F,1
2024,212,D/F,1
2025,212,D/F,1
1970,220,D/F,0
1971,220,D/F,0
1972,220,D/F,0
1973,220,D/F,0
1974,220,D/F,0
1975,220,D/F,0
1976,220,D/F,0
1977,220,D/F,0
1978,220,D/F,0
1979,220,D/F,0
1980,220,D/F,0
1981,220,D/F,0
1982,220,D/F,0
1983,220,D/F,0
1984,220,D/F,0
1985,220,D/F,0
1986,220,D/F,0
1987,220,D/F,0
1988,220,D/F,0
1989,220,D/F,0
1990,220,D/F,0
1991,220,D/F,0
1992,220,D/F,0
1993,220,D/F,0
1994,220,D/F,0
1995,220,D/F,0
1996,220,D/F,0
1997,220,D/F,0
1998,220,D/F,0
1999,220,D/F,0
2000,220,D/F,0
2001,220,D/F,0
2002,220,D/F,0
2003,220,D/F,0
2004,220,D/F,0
2005,220,D/F,0
2006,220,D/F,0
2007,220,D/F,0
2008,220,D/F,0
2009,220,D/F,0
2010,220,D/F,0
2011,220,D/F,0
2012,220,D/F,0
2013,220,D/F,0
2014,220,D/F,0
2015,220,D/F,0
2016,220,D/F,0
2017,220,D/F,0
2018,220,D/F,0
2019,220,D/F,1
2020,220,D/F,1
2021,220,D/F,1
2022,220,D/F,1
2023,220,D/F,1
2024,220,D/F,1
2025,220,D/F,1
1970,225,D/F,0
1971,225,D/F,0
1972,225,D/F,0
1973,225,D/F,0
1974,225,D/F,0
1975,225,D/F,0
1976,225,D/F,0
1977,225,D/F,0
1978,225,D/F,0
1979,225,D/F,0
1980,225,D/F,0
1981,225,D/F,0
1982,225,D/F,0
1983,225,D/F,0
1984,225,D/F,0
1985,225,D/F,0
1986,225,D/F,0
1987,225,D/F,0
1988,225,D/F,0
1989,225,D/F,0
1990,225,D/F,0
1991,225,D/F,0
1992,225,D/F,0
1993,225,D/F,0
1994,225,D/F,0
1995,225,D/F,0
1996,225,D/F,0
1997,225,D/F,0
1998,225,D/F,0
1999,225,D/F,0
2000,225,D/F,0
2001,225,D/F,0
2002,225,D/F,0
2003,225,D/F,0
2004,225,D/F,0
2005,225,D/F,0
2006,225,D/F,0
2007,225,D/F,0
2008,225,D/F,0
2009,225,D/F,0
2010,225,D/F,0
2011,225,D/F,0
2012,225,D/F,0
2013,225,D/F,0
2014,225,D/F,0
2015,225,D/F,0
2016,225,D/F,0
2017,225,D/F,0
2018,225,D/F,0
2019,225,D/F,1
2020,225,D/F,1
2021,225,D/F,1
2022,225,D/F,1
2023,225,D/F,1
2024,225,D/F,1
2025,225,D/F,1
1970,230,A/F,0
1971,230,A/F,0
1972,230,A/F,0
1973,230,A/F,0
1974,230,A/F,0
1975,230,transition,0
1976,230,transition,0
1977,230,transition,0
1978,230,D/P,0
1979,230,D/P,0
1980,230,D/P,0
1981,230,D/P,0
1982,230,D/F,0
1983,230,D/F,0
1984,230,D/F,0
1985,230,D/F,0
1986,230,D/F,0
1987,230,D/F,0
1988,230,D/F,0
1989,230,D/F,0
1990,230,D/F,0
1991,230,D/F,0
1992,230,D/F,0
1993,230,D/F,0
1994,230,D/F,0
1995,230,D/F,0
1996,230,D/F,0
1997,230,D/F,0
1998,230,D/F,0
1999,230,D/F,0
2000,230,D/F,0
2001,230,D/F,0
2002,230,D/F,0
2003,230,D/F,0
2004,230,D/F,0
2005,230,D/F,0
2006,230,D/F,0
2007,230,D/F,0
2008,230,D/F,0
2009,230,D/F,0
2010,230,D/F,0
2011,230,D/F,0
2012,230,D/F,0
2013,230,D/F,0
2014,230,D/F,0
2015,230,D/F,0
2016,230,D/F,0
2017,230,D/F,0
2018,230,D/F,0
2019,230,D/F,1
2020,230,D/F,1
2021,230,D/F,1
2022,230,D/F,1
2023,230,D/F,1
2024,230,D/F,1
2025,230,D/F,1
1970,235,A/F,0
1971,235,A/F,0
1972,235,A/F,0
1973,235,A/F,0
1974,235,transition,0
1975,235,transition,0
1976,235,D/F,0
1977,235,D/F,0
1978,235,D/F,0
1979,235,D/F,0
1980,235,D/F,0
1981,235,D/F,0
1982,235,D/F,0
1983,235,D/F,0
1984,235,D/F,0
1985,235,D/F,0
1986,235,D/F,0
1987,235,D/F,0
1988,235,D/F,0
1989,235,D/F,0
1990,235,D/F,0
1991,235,D/F,0
1992,235,D/F,0
1993,235,D/F,0
1994,235,D/F,0
1995,235,D/F,0
1996,235,D/F,0
1997,235,D/F,0
1998,235,D/F,0
1999,235,D/F,0
2000,235,D/F,0
2001,235,D/F,0
2002,235,D/F,0
2003,235,D/F,0
2004,235,D/F,0
2005,235,D/F,0
2006,235,D/F,0
2007,235,D/F,0
2008,235,D/F,0
2009,235,D/F,0
2010,235,D/F,0
2011,235,D/F,0
2012,235,D/F,0
2013,235,D/F,0
2014,235,D/F,0
2015,235,D/F,0
2016,235,D/F,0
2017,235,D/F,0
2018,235,D/F,0
2019,235,D/F,1
2020,235,D/F,1
2021,235,D/F,1
2022,235,D/F,1
2023,235,D/F,1
2024,235,D/F,1
2025,235,D/F,1
1990,255,D/F,0
1991,255,D/F,0
1992,255,D/F,0
1993,255,D/F,0
1994,255,D/F,0
1995,255,D/F,0
1996,255,D/F,0
1997,255,D/F,0
1998,255,D/F,0
1999,255,D/F,0
2000,255,D/F,0
2001,255,D/F,0
2002,255,D/F,0
2003,255,D/F,0
2004,255,D/F,0
2005,255,D/F,0
2006,255,D/F,0
2007,255,D/F,0
2008,255,D/F,0
2009,255,D/F,0
2010,255,D/F,0
2011,255,D/F,0
2012,255,D/F,0
2013,255,D/F,0
2014,255,D/F,0
2015,255,D/F,0
2016,255,D/F,0
2017,255,D/F,0
2018,255,D/F,0
2019,255,D/F,1
2020,255,D/F,1
2021,255,D/F,1
2022,255,D/F,1
2023,255,D/F,1
2024,255,D/F,1
2025,255,D/F,1
1970,260,D/F,0
1971,260,D/F,0
1972,260,D/F,0
1973,260,D/F,0
1974,260,D/F,0
1975,260,D/F,0
1976,260,D/F,0
1977,260,D/F,0
1978,260,D/F,0
1979,260,D/F,0
1980,260,D/F,0
1981,260,D/F,0
1982,260,D/F,0
1983,260,D/F,0
1984,260,D/F,0
1985,260,D/F,0
1986,260,D/F,0
1987,260,D/F,0
1988,260,D/F,0
1989,260,D/F,0
1990,260,D/F,0
1991,260,D/F,1
1992,260,D/F,1
1993,260,D/F,1
1994,260,D/F,1
1995,260,D/F,1
1996,260,D/F,1
1997,260,D/F,1
1998,260,D/F,1
1999,260,D/F,1
2000,260,D/F,1
2001,260,D/F,1
2002,260,D/F,1
2003,260,D/F,1
2004,260,D/F,1
2005,260,D/F,1
2006,260,D/F,1
2007,260,D/F,1
2008,260,D/F,1
2009,260,D/F,1
2010,260,D/F,1
2011,260,D/F,1
2012,260,D/F,1
2013,260,D/F,1
2014,260,D/F,1
2015,260,D/F,1
2016,260,D/F,1
2017,260,D/F,1
2018,260,D/F,1
2019,260,D/F,1
2020,260,D/F,1
2021,260,D/F,1
2022,260,D/F,1
2023,260,D/F,1
2024,260,D/F,1
2025,260,D/F,1
1970,265,A/F,0
1971,265,A/F,0
1972,265,A/F,0
1973,265,A/F,0
1974,265,A/F,0
1975,265,A/F,0
1976,265,A/F,0
1977,265,A/F,0
1978,265,A/F,0
1979,265,A/F,0
1980,265,A/F,0
1981,265,A/F,0
1982,265,A/F,0
1983,265,A/F,0
1984,265,A/F,0
1985,265,A/F,0
1986,265,A/F,0
1987,265,A/F,0
1988,265,A/F,0
1989,265,transition,0
1990,265,transition,0
1991,265,transition,1
1992,265,transition,1
1993,265,transition,1
1994,265,transition,1
1995,265,transition,1
1996,265,transition,1
1997,265,transition,1
1998,265,transition,1
1999,265,transition,1
2000,265,transition,1
2001,265,transition,1
2002,265,transition,1
2003,265,transition,1
2004,265,transition,1
2005,265,transition,1
2006,265,transition,1
2007,265,transition,1
2008,265,transition,1
2009,265,transition,1
2010,265,transition,1
2011,265,transition,1
2012,265,transition,1
2013,265,transition,1
2014,265,transition,1
2015,265,transition,1
2016,265,transition,1
2017,265,transition,1
2018,265,transition,1
2019,265,transition,1
2020,265,transition,1
2021,265,transition,1
2022,265,transition,1
2023,265,transition,1
2024,265,transition,1
2025,265,transition,1
1970,290,A/F,0
1971,290,A/F,0
1972,290,A/F,0
1973,290,A/F,0
1974,290,A/F,0
1975,290,A/F,0
1976,290,A/F,0
1977,290,A/F,0
1978,290,A/F,0
1979,290,A/F,0
1980,290,A/F,0
1981,290,A/F,0
1982,290,A/F,0
1983,290,A/F,0
1984,290,A/F,0
1985,290,A/F,0
1986,290,A/F,0
1987,290,A/F,0
1988,290,A/F,0
1989,290,D/P,0
1990,290,D/P,0
1991,290,D/P,0
1992,290,D/P,0
1993,290,D/P,0
1994,290,D/P,0
1995,290,D/P,0
1996,290,D/P,0
1997,290,D/P,0
1998,290,D/P,0
1999,290,D/P,0
2000,290,D/P,0
2001,290,D/P,0
2002,290,D/F,0
2003,290,D/F,0
2004,290,D/F,0
2005,290,D/F,0
2006,290,D/F,0
2007,290,D/F,0
2008,290,D/F,0
2009,290,D/F,0
2010,290,D/F,0
2011,290,D/F,0
2012,290,D/F,0
2013,290,D/F,0
2014,290,D/F,0
2015,290,D/F,0
2016,290,D/F,0
2017,290,D/F,0
2018,290,D/F,0
2019,290,D/F,1
2020,290,D/F,1
2021,290,D/F,1
2022,290,D/F,1
2023,290,D/F,1
2024,290,D/F,1
2025,290,D/F,1
1970,305,D/F,0
1971,305,D/F,0
1972,305,D/F,0
1973,305,D/F,0
1974,305,D/F,0
1975,305,D/F,0
1976,305,D/F,0
1977,305,D/F,0
1978,305,D/F,0
1979,305,D/F,0
1980,305,D/F,0
1981,305,D/F,0
1982,305,D/F,0
1983,305,D/F,0
1984,305,D/F,0
1985,305,D/F,0
1986,305,D/F,0
1987,305,D/F,0
1988,305,D/F,0
1989,305,D/F,0
1990,305,D/F,0
1991,305,D/F,0
1992,305,D/F,0
1993,305,D/F,0
1994,305,D/F,0
1995,305,D/F,0
1996,305,D/F,0
1997,305,D/F,0
1998,305,D/F,0
1999,305,D/F,0
2000,305,D/F,0
2001,305,D/F,0
2002,305,D/F,0
2003,305,D/F,0
2004,305,D/F,0
2005,305,D/F,0
2006,305,D/F,0
2007,305,D/F,0
2008,305,D/F,0
2009,305,D/F,0
2010,305,D/F,0
2011,305,D/F,0
2012,305,D/F,0
2013,305,D/F,0
2014,305,D/F,0
2015,305,D/F,0
2016,305,D/F,0
2017,305,D/F,0
2018,305,D/F,0
2019,305,D/F,1
2020,305,D/F,1
2021,305,D/F,1
2022,305,D/F,1
2023,305,D/F,1
2024,305,D/F,1
2025,305,D/F,1
1970,310,A/F,0
1971,310,A/F,0
1972,310,A/F,0
1973,310,A/F,0
1974,310,A/F,0
1975,310,A/F,0
1976,310,A/F,0
1977,310,A/F,0
1978,310,A/F,0
1979,310,A/F,0
1980,310,A/F,0
1981,310,A/F,0
1982,310,A/F,0
1983,310,A/F,0
1984,310,A/F,0
1985,310,A/F,0
1986,310,A/F,0
1987,310,A/F,0
1988,310,A/P,0
1989,310,transition,0
1990,310,D/F,0
1991,310,D/F,0
1992,310,D/F,0
1993,310,D/F,0
1994,310,D/F,0
1995,310,D/F,0
1996,310,D/F,0
1997,310,D/F,0
1998,310,D/F,0
1999,310,D/F,0
2000,310,D/F,0
2001,310,D/F,0
2002,310,D/F,0
2003,310,D/F,0
2004,310,D/F,0
2005,310,D/F,0
2006,310,D/F,0
2007,310,D/F,0
2008,310,D/F,0
2009,310,D/F,0
2010,310,D/F,0
2011,310,D/F,0
2012,310,D/F,0
2013,310,D/F,0
2014,310,D/F,0
2015,310,D/F,0
2016,310,D/F,0
2017,310,D/F,0
2018,310,D/F,0
2019,310,D/F,1
2020,310,D/F,1
2021,310,D/F,1
2022,310,D/F,1
2023,310,D/F,1
2024,310,D/F,1
2025,310,D/F,1
1970,315,A/F,0
1971,315,A/F,0
1972,315,A/F,0
1973,315,A/F,0
1974,315,A/F,0
1975,315,A/F,0
1976,315,A/F,0
1977,315,A/F,0
1978,315,A/F,0
1979,315,A/F,0
1980,315,A/F,0
1981,315,A/F,0
1982,315,A/F,0
1983,315,A/F,0
1984,315,A/F,0
1985,315,A/F,0
1986,315,A/F,0
1987,315,A/F,0
1988,315,A/F,0
1989,315,A/P,0
1990,315,D/fact,0
1991,315,D/fact,0
1992,315,D/fact,0
1993,315,D/fact,1
1994,315,D/fact,1
1995,315,D/fact,1
1996,315,D/fact,1
1997,315,D/fact,1
1998,315,D/fact,1
1999,315,D/fact,1
2000,315,D/fact,1
2001,315,D/fact,1
2002,315,D/fact,1
2003,315,D/fact,1
2004,315,D/fact,1
2005,315,D/fact,1
2006,315,D/fact,1
2007,315,D/fact,1
2008,315,D/fact,1
2009,315,D/fact,1
2010,315,D/fact,1
2011,315,D/fact,1
2012,315,D/fact,1
2013,315,D/fact,1
2014,315,D/fact,1
2015,315,D/fact,1
2016,315,D/fact,1
2017,315,D/fact,1
2018,315,D/fact,1
2019,315,D/fact,1
2020,315,D/fact,1
2021,315,D/fact,1
2022,315,D/fact,1
2023,315,D/fact,1
2024,315,D/fact,1
2025,315,D/fact,1
1993,316,D/F,0
1994,316,D/F,0
1995,316,D/F,0
1996,316,D/F,0
1997,316,D/F,0
1998,316,D/F,0
1999,316,D/F,0
2000,316,D/F,0
2001,316,D/F,0
2002,316,D/F,0
2003,316,D/F,0
2004,316,D/F,0
2005,316,D/F,0
2006,316,D/P,0
2007,316,D/P,0
2008,316,D/P,0
2009,316,D/P,0
2010,316,D/P,0
2011,316,D/P,0
2012,316,D/P,0
2013,316,D/P,0
2014,316,D/P,0
2015,316,D/P,0
2016,316,D/P,0
2017,316,D/P,0
2018,316,D/P,0
2019,316,D/P,1
2020,316,D/P,1
2021,316,D/P,1
2022,316,D/P,1
2023,316,D/P,1
2024,316,D/P,1
2025,316,D/P,1
1993,317,D/fact,0
1994,317,D/fact,0
1995,317,D/fact,0
1996,317,D/fact,0
1997,317,D/fact,0
1998,317,D/P,0
1999,317,D/P,0
2000,317,D/P,0
2001,317,D/P,0
2002,317,D/P,0
2003,317,D/P,0
2004,317,D/P,0
2005,317,D/P,0
2006,317,D/F,0
2007,317,D/F,0
2008,317,D/F,0
2009,317,D/F,0
2010,317,D/F,0
2011,317,D/F,0
2012,317,D/F,0
2013,317,D/F,0
2014,317,D/F,0
2015,317,D/F,0
2016,317,D/F,0
2017,317,D/F,0
2018,317,D/F,0
2019,317,D/F,1
2020,317,D/F,1
2021,317,D/F,1
2022,317,D/F,1
2023,317,D/F,1
2024,317,D/F,1
2025,317,D/F,1
1970,325,D/F,0
1971,325,D/F,0
1972,325,D/F,0
1973,325,D/F,0
1974,325,D/F,0
1975,325,D/F,0
1976,325,D/F,0
1977,325,D/F,0
1978,325,D/F,0
1979,325,D/F,0
1980,325,D/F,0
1981,325,D/F,0
1982,325,D/F,0
1983,325,D/F,0
1984,325,D/F,0
1985,325,D/F,0
1986,325,D/F,0
1987,325,D/F,0
1988,325,D/F,0
1989,325,D/F,0
1990,325,D/F,0
1991,325,D/F,0
1992,325,D/F,0
1993,325,D/F,0
1994,325,D/F,0
1995,325,D/F,0
1996,325,D/F,0
1997,325,D/F,0
1998,325,D/F,0
1999,325,D/F,0
2000,325,D/F,0
2001,325,D/F,0
2002,325,D/F,0
2003,325,D/F,0
2004,325,D/F,0
2005,325,D/F,0
2006,325,D/F,0
2007,325,D/F,0
2008,325,D/F,0
2009,325,D/F,0
2010,325,D/F,0
2011,325,D/F,0
2012,325,D/F,0
2013,325,D/F,0
2014,325,D/F,0
2015,325,D/F,0
2016,325,D/F,0
2017,325,D/F,0
2018,325,D/F,0
2019,325,D/F,1
2020,325,D/F,1
2021,325,D/F,1
2022,325,D/F,1
2023,325,D/F,1
2024,325,D/F,1
2025,325,D/F,1
1970,339,A/F,0
1971,339,A/F,0
1972,339,A/F,0
1973,339,A/F,0
1974,339,A/F,0
1975,339,A/F,0
1976,339,A/F,0
1977,339,A/F,0
1978,339,A/F,0
1979,339,A/F,0
1980,339,A/F,0
1981,339,A/F,0
1982,339,A/F,0
1983,339,A/F,0
1984,339,A/F,0
1985,339,A/F,0
1986,339,A/F,0
1987,339,A/F,0
1988,339,A/F,0
1989,339,A/F,0
1990,339,D/fact,0
1991,339,transition,0
1992,339,D/fact,0
1993,339,D/fact,0
1994,339,D/fact,0
1995,339,D/fact,0
1996,339,A/P,0
1997,339,D/P,0
1998,339,D/P,0
1999,339,D/P,0
2000,339,D/P,0
2001,339,D/P,0
2002,339,D/P,0
2003,339,D/P,0
2004,339,D/P,0
2005,339,D/P,0
2006,339,D/P,0
2007,339,D/P,0
2008,339,D/P,0
2009,339,D/P,0
2010,339,D/P,0
2011,339,D/P,0
2012,339,D/P,0
2013,339,D/P,0
2014,339,D/P,0
2015,339,D/P,0
2016,339,D/P,0
2017,339,D/P,0
2018,339,D/P,0
2019,339,D/P,1
2020,339,D/P,1
2021,339,D/P,1
2022,339,D/P,1
2023,339,D/P,1
2024,339,D/P,1
2025,339,D/P,1
2008,341,D/P,0
2009,341,D/P,0
2010,341,D/P,0
2011,341,D/P,0
2012,341,D/P,0
2013,341,D/P,0
2014,341,D/P,0
2015,341,D/P,0
2016,341,D/P,0
2017,341,D/P,0
2018,341,D/P,0
2019,341,D/P,1
