year,COWcode,pol_cat_pitf,regime_imputed
2020,341,D/P,1
2021,341,D/P,1
2022,341,D/P,1
2023,341,D/P,1
2024,341,D/P,1
2025,341,D/P,1
2006,342,D/P,0
2007,342,D/P,0
2008,342,D/P,0
2009,342,D/P,0
2010,342,D/P,0
2011,342,D/P,0
2012,342,D/P,0
2013,342,D/P,0
2014,342,D/P,0
2015,342,D/P,0
2016,342,D/P,0
2017,342,D/P,0
2018,342,D/P,0
2019,342,D/P,1
2020,342,D/P,1
2021,342,D/P,1
2022,342,D/P,1
2023,342,D/P,1
2024,342,D/P,1
2025,342,D/P,1
1991,343,D/P,0
1992,343,D/P,0
1993,343,D/P,0
1994,343,D/P,0
1995,343,D/P,0
1996,343,D/P,0
1997,343,D/P,0
1998,343,D/P,0
1999,343,D/P,0
2000,343,D/P,0
2001,343,D/P,0
2002,343,D/P,0
2003,343,D/P,0
2004,343,D/P,0
2005,343,D/P,0
2006,343,D/P,0
2007,343,D/P,0
2008,343,D/P,0
2009,343,D/P,0
2010,343,D/P,0
2011,343,D/P,0
2012,343,D/P,0
2013,343,D/P,0
2014,343,D/P,0
2015,343,D/P,0
2016,343,D/P,0
2017,343,D/P,0
2018,343,D/P,0
2019,343,D/P,1
2020,343,D/P,1
2021,343,D/P,1
2022,343,D/P,1
2023,343,D/P,1
2024,343,D/P,1
2025,343,D/P,1
1991,344,A/P,0
1992,344,A/P,0
1993,344,A/P,0
1994,344,A/P,0
1995,344,A/F,0
1996,344,A/F,0
1997,344,A/F,0
1998,344,A/F,0
1999,344,transition,0
2000,344,D/P,0
2001,344,D/P,0
2002,344,D/P,0
2003,344,D/P,0
2004,344,D/P,0
2005,344,D/P,0
2006,344,D/P,0
2007,344,D/P,0
2008,344,D/P,0
2009,344,D/P,0
2010,344,D/P,0
2011,344,D/P,0
2012,344,D/P,0
2013,344,D/P,0
2014,344,D/P,0
2015,344,D/P,0
2016,344,D/P,0
2017,344,D/P,0
2018,344,D/P,0
2019,344,D/P,1
2020,344,D/P,1
2021,344,D/P,1
2022,344,D/P,1
2023,344,D/P,1
2024,344,D/P,1
2025,344,D/P,1
1970,345,A/F,0
1971,345,A/F,0
1972,345,A/F,0
1973,345,A/F,0
1974,345,A/F,0
1975,345,A/F,0
1976,345,A/F,0
1977,345,A/F,0
1978,345,A/F,0
1979,345,A/F,0
1980,345,A/F,0
1981,345,A/F,0
1982,345,A/F,0
1983,345,A/F,0
1984,345,A/F,0
1985,345,A/F,0
1986,345,A/F,0
1987,345,A/F,0
1988,345,A/F,0
1989,345,A/F,0
1990,345,A/F,0
1991,345,A/F,0
1992,345,A/F,1
1993,345,A/F,1
1994,345,A/F,1
1995,345,A/F,1
1996,345,A/F,1
1997,345,A/F,1
1998,345,A/F,1
1999,345,A/F,1
2000,345,A/F,1
2001,345,A/F,1
2002,345,A/F,1
2003,345,A/F,1
2004,345,A/F,1
2005,345,A/F,1
2006,345,A/F,1
2007,345,A/F,1
2008,345,A/F,1
2009,345,A/F,1
2010,345,A/F,1
2011,345,A/F,1
2012,345,A/F,1
2013,345,A/F,1
2014,345,A/F,1
2015,345,A/F,1
2016,345,A/F,1
2017,345,A/F,1
2018,345,A/F,1
2019,345,A/F,1
2020,345,A/F,1
2021,345,A/F,1
2022,345,A/F,1
2023,345,A/F,1
2024,345,A/F,1
2025,345,A/F,1
1992,346,transition,0
1993,346,transition,0
1994,346,transition,0
1995,346,transition,0
1996,346,transition,0
1997,346,transition,0
1998,346,transition,0
1999,346,transition,0
2000,346,transition,0
2001,346,transition,0
2002,346,transition,0
2003,346,transition,0
2004,346,transition,0
2005,346,transition,0
2006,346,transition,0
2007,346,transition,0
2008,346,transition,0
2009,346,transition,0
2010,346,transition,0
2011,346,transition,0
2012,346,transition,0
2013,346,transition,0
2014,346,transition,0
2015,346,transition,0
2016,346,transition,0
2017,346,transition,0
2018,346,transition,0
2019,346,transition,1
2020,346,transition,1
2021,346,transition,1
2022,346,transition,1
2023,346,transition,1
2024,346,transition,1
2025,346,transition,1
1991,347,A/F,0
1992,347,A/F,0
1993,347,A/F,0
1994,347,A/F,0
1995,347,A/F,0
1996,347,A/F,0
1997,347,A/F,0
1998,347,A/F,0
1999,347,A/F,0
2000,347,D/P,0
2001,347,D/P,0
2002,347,D/P,0
2003,347,D/fact,0
2004,347,D/fact,0
2005,347,D/fact,0
2006,347,D/fact,0
2007,347,D/fact,1
2008,347,D/fact,1
2009,347,D/fact,1
2010,347,D/fact,1
2011,347,D/fact,1
2012,347,D/fact,1
2013,347,D/fact,1
2014,347,D/fact,1
2015,347,D/fact,1
2016,347,D/fact,1
2017,347,D/fact,1
2018,347,D/fact,1
2019,347,D/fact,1
2020,347,D/fact,1
2021,347,D/fact,1
2022,347,D/fact,1
2023,347,D/fact,1
2024,347,D/fact,1
2025,347,D/fact,1
2006,348,D/P,0
2007,348,D/P,0
2008,348,D/P,0
2009,348,D/P,0
2010,348,D/P,0
2011,348,D/P,0
2012,348,D/P,0
2013,348,D/P,0
2014,348,D/P,0
2015,348,D/P,0
2016,348,D/P,0
2017,348,D/P,0
2018,348,D/P,0
2019,348,D/P,1
2020,348,D/P,1
2021,348,D/P,1
2022,348,D/P,1
2023,348,D/P,1
2024,348,D/P,1
2025,348,D/P,1
1991,349,D/F,0
1992,349,D/F,0
1993,349,D/F,0
1994,349,D/F,0
1995,349,D/F,0
1996,349,D/F,0
1997,349,D/F,0
1998,349,D/F,0
1999,349,D/F,0
2000,349,D/F,0
2001,349,D/F,0
2002,349,D/F,0
2003,349,D/F,0
2004,349,D/F,0
2005,349,D/F,0
2006,349,D/F,0
2007,349,D/F,0
2008,349,D/F,0
2009,349,D/F,0
2010,349,D/F,0
2011,349,D/F,0
2012,349,D/F,0
2013,349,D/F,0
2014,349,D/F,0
2015,349,D/F,0
2016,349,D/F,0
2017,349,D/F,0
2018,349,D/F,0
2019,349,D/F,1
2020,349,D/F,1
2021,349,D/F,1
2022,349,D/F,1
2023,349,D/F,1
2024,349,D/F,1
2025,349,D/F,1
1970,350,A/F,0
1971,350,A/F,0
1972,350,A/F,0
1973,350,A/F,0
1974,350,transition,0
1975,350,D/F,0
1976,350,D/F,0
1977,350,D/F,0
1978,350,D/F,0
1979,350,D/F,0
1980,350,D/F,0
1981,350,D/F,0
1982,350,D/F,0
1983,350,D/F,0
1984,350,D/F,0
1985,350,D/F,0
1986,350,D/F,0
1987,350,D/F,0
1988,350,D/F,0
1989,350,D/F,0
1990,350,D/F,0
1991,350,D/F,0
1992,350,D/F,0
1993,350,D/F,0
1994,350,D/F,0
1995,350,D/F,0
1996,350,D/F,0
1997,350,D/F,0
1998,350,D/F,0
1999,350,D/F,0
2000,350,D/F,0
2001,350,D/F,0
2002,350,D/F,0
2003,350,D/F,0
2004,350,D/F,0
2005,350,D/F,0
2006,350,D/F,0
2007,350,D/F,0
2008,350,D/F,0
2009,350,D/F,0
2010,350,D/F,0
2011,350,D/F,0
2012,350,D/F,0
2013,350,D/F,0
2014,350,D/F,0
2015,350,D/F,0
2016,350,D/F,0
2017,350,D/F,0
2018,350,D/F,0
2019,350,D/F,1
2020,350,D/F,1
2021,350,D/F,1
2022,350,D/F,1
2023,350,D/F,1
2024,350,D/F,1
2025,350,D/F,1
1970,352,D/fact,0
1971,352,D/fact,0
1972,352,D/fact,0
1973,352,D/fact,0
1974,352,transition,0
1975,352,D/F,0
1976,352,D/F,0
1977,352,D/F,0
1978,352,D/F,0
1979,352,D/F,0
1980,352,D/F,0
1981,352,D/F,0
1982,352,D/F,0
1983,352,D/F,0
1984,352,D/F,0
1985,352,D/F,0
1986,352,D/F,0
1987,352,D/F,0
1988,352,D/F,0
1989,352,D/F,0
1990,352,D/F,0
1991,352,D/F,0
1992,352,D/F,0
1993,352,D/F,0
1994,352,D/F,0
1995,352,D/F,0
1996,352,D/F,0
1997,352,D/F,0
1998,352,D/F,0
1999,352,D/F,0
2000,352,D/F,0
2001,352,D/F,0
2002,352,D/F,0
2003,352,D/F,0
2004,352,D/F,0
2005,352,D/F,0
2006,352,D/F,0
2007,352,D/F,0
2008,352,D/F,0
2009,352,D/F,0
2010,352,D/F,0
2011,352,D/F,0
2012,352,D/F,0
2013,352,D/F,0
2014,352,D/F,0
2015,352,D/F,0
2016,352,D/F,0
2017,352,D/F,0
2018,352,D/F,0
2019,352,D/F,1
2020,352,D/F,1
2021,352,D/F,1
2022,352,D/F,1
2023,352,D/F,1
2024,352,D/F,1
2025,352,D/F,1
1970,355,A/F,0
1971,355,A/F,0
1972,355,A/F,0
1973,355,A/F,0
1974,355,A/F,0
1975,355,A/F,0
1976,355,A/F,0
1977,355,A/F,0
1978,355,A/F,0
1979,355,A/F,0
1980,355,A/F,0
1981,355,A/F,0
1982,355,A/F,0
1983,355,A/F,0
1984,355,A/F,0
1985,355,A/F,0
1986,355,A/F,0
1987,355,A/F,0
1988,355,A/F,0
1989,355,A/P,0
1990,355,D/fact,0
1991,355,D/fact,0
1992,355,D/fact,0
1993,355,D/fact,0
1994,355,D/fact,0
1995,355,D/fact,0
1996,355,D/fact,0
1997,355,D/fact,0
1998,355,D/fact,0
1999,355,D/fact,0
2000,355,D/fact,0
2001,355,D/P,0
2002,355,D/P,0
2003,355,D/P,0
2004,355,D/P,0
2005,355,D/P,0
2006,355,D/P,0
2007,355,D/P,0
2008,355,D/P,0
2009,355,D/P,0
2010,355,D/P,0
2011,355,D/P,0
2012,355,D/P,0
2013,355,D/P,0
2014,355,D/P,0
2015,355,D/P,0
2016,355,D/P,0
2017,355,D/P,0
2018,355,D/P,0
2019,355,D/P,1
2020,355,D/P,1
2021,355,D/P,1
2022,355,D/P,1
2023,355,D/P,1
2024,355,D/P,1
2025,355,D/P,1
1991,359,D/fact,0
1992,359,D/fact,0
1993,359,D/fact,0
1994,359,D/fact,0
1995,359,D/fact,0
1996,359,D/fact,0
1997,359,D/fact,0
1998,359,D/fact,0
1999,359,D/fact,0
2000,359,D/fact,0
2001,359,D/fact,0
2002,359,D/fact,0
2003,359,D/fact,0
2004,359,D/fact,0
2005,359,D/P,0
2006,359,D/P,0
2007,359,D/P,0
2008,359,D/P,0
2009,359,D/P,0
2010,359,D/P,0
2011,359,D/P,0
2012,359,D/P,0
2013,359,D/P,0
2014,359,D/P,0
2015,359,D/P,0
2016,359,D/P,0
2017,359,D/P,0
2018,359,D/P,0
2019,359,D/P,1
2020,359,D/P,1
2021,359,D/P,1
2022,359,D/P,1
2023,359,D/P,1
2024,359,D/P,1
2025,359,D/P,1
1970,360,A/F,0
1971,360,A/F,0
1972,360,A/F,0
1973,360,A/F,0
1974,360,A/F,0
1975,360,A/F,0
1976,360,A/F,0
1977,360,A/F,0
1978,360,A/F,0
1979,360,A/F,0
1980,360,A/F,0
1981,360,A/F,0
1982,360,A/F,0
1983,360,A/F,0
1984,360,A/F,0
1985,360,A/F,0
1986,360,A/F,0
1987,360,A/F,0
1988,360,A/F,0
1989,360,transition,0
1990,360,D/fact,0
1991,360,D/fact,0
1992,360,D/fact,0
1993,360,D/fact,0
1994,360,D/fact,0
1995,360,D/fact,0
1996,360,D/P,0
1997,360,D/P,0
1998,360,D/P,0
1999,360,D/P,0
2000,360,D/P,0
2001,360,D/P,0
2002,360,D/P,0
2003,360,D/P,0
2004,360,D/P,0
2005,360,D/P,0
2006,360,D/P,0
2007,360,D/P,0
2008,360,D/P,0
2009,360,D/P,0
2010,360,D/P,0
2011,360,D/P,0
2012,360,D/P,0
2013,360,D/P,0
2014,360,D/P,0
2015,360,D/P,0
2016,360,D/P,0
2017,360,D/P,0
2018,360,D/P,0
2019,360,D/P,1
2020,360,D/P,1
2021,360,D/P,1
2022,360,D/P,1
2023,360,D/P,1
2024,360,D/P,1
2025,360,D/P,1
1970,364,A/F,0
1971,364,A/F,0
1972,364,A/F,0
1973,364,A/F,0
1974,364,A/F,0
1975,364,A/F,0
1976,364,A/F,0
1977,364,A/F,0
1978,364,A/F,0
1979,364,A/F,0
1980,364,A/F,0
1981,364,A/F,0
1982,364,A/F,0
1983,364,A/F,0
1984,364,A/F,0
1985,364,A/F,0
1986,364,A/F,0
1987,364,A/F,0
1988,364,A/F,0
1989,364,A/F,0
1990,364,A/P,0
1991,364,A/P,0
1992,364,A/P,1
1993,364,A/P,1
1994,364,A/P,1
1995,364,A/P,1
1996,364,A/P,1
1997,364,A/P,1
1998,364,A/P,1
1999,364,A/P,1
2000,364,A/P,1
2001,364,A/P,1
2002,364,A/P,1
2003,364,A/P,1
2004,364,A/P,1
2005,364,A/P,1
2006,364,A/P,1
2007,364,A/P,1
2008,364,A/P,1
2009,364,A/P,1
2010,364,A/P,1
2011,364,A/P,1
2012,364,A/P,1
2013,364,A/P,1
2014,364,A/P,1
2015,364,A/P,1
2016,364,A/P,1
2017,364,A/P,1
2018,364,A/P,1
2019,364,A/P,1
2020,364,A/P,1
2021,364,A/P,1
2022,364,A/P,1
2023,364,A/P,1
2024,364,A/P,1
2025,364,A/P,1
1992,365,D/fact,0
1993,365,D/P,0
1994,365,D/P,0
1995,365,D/P,0
1996,365,D/P,0
1997,365,D/P,0
1998,365,D/P,0
1999,365,D/P,0
2000,365,D/P,0
2001,365,D/P,0
2002,365,D/P,0
2003,365,D/P,0
2004,365,D/P,0
2005,365,D/P,0
2006,365,D/P,0
2007,365,D/P,0
2008,365,D/P,0
2009,365,D/P,0
2010,365,D/P,0
2011,365,D/P,0
2012,365,D/P,0
2013,365,D/P,0
2014,365,D/P,0
2015,365,D/P,0
2016,365,D/P,0
2017,365,D/P,0
2018,365,D/P,0
2019,365,D/P,1
2020,365,D/P,1
2021,365,D/P,1
2022,365,D/P,1
2023,365,D/P,1
2024,365,D/P,1
2025,365,D/P,1
1991,366,D/fact,0
1992,366,D/fact,0
1993,366,D/fact,0
1994,366,D/fact,0
1995,366,D/fact,0
1996,366,D/fact,0
1997,366,D/fact,0
1998,366,D/fact,0
1999,366,D/fact,0
2000,366,D/P,0
2001,366,D/P,0
2002,366,D/P,0
2003,366,D/P,0
2004,366,D/P,0
2005,366,D/P,0
2006,366,D/P,0
2007,366,D/P,0
2008,366,D/P,0
2009,366,D/P,0
2010,366,D/P,0
2011,366,D/P,0
2012,366,D/P,0
2013,366,D/P,0
2014,366,D/P,0
2015,366,D/P,0
2016,366,D/P,0
2017,366,D/P,0
2018,366,D/P,0
2019,366,D/P,1
2020,366,D/P,1
2021,366,D/P,1
2022,366,D/P,1
2023,366,D/P,1
2024,366,D/P,1
2025,366,D/P,1
1991,367,D/P,0
1992,367,D/P,0
1993,367,D/P,0
1994,367,D/P,0
1995,367,D/P,0
1996,367,D/P,0
1997,367,D/P,0
1998,367,D/P,0
1999,367,D/P,0
2000,367,D/P,0
2001,367,D/P,0
2002,367,D/P,0
2003,367,D/P,0
2004,367,D/P,0
2005,367,D/P,0
2006,367,D/P,0
2007,367,D/P,0
2008,367,D/P,0
2009,367,D/P,0
2010,367,D/P,0
2011,367,D/P,0
2012,367,D/P,0
2013,367,D/P,0
2014,367,D/P,0
2015,367,D/P,0
2016,367,D/P,0
2017,367,D/P,0
2018,367,D/P,0
2019,367,D/P,1
2020,367,D/P,1
2021,367,D/P,1
2022,367,D/P,1
2023,367,D/P,1
2024,367,D/P,1
2025,367,D/P,1
1991,368,D/F,0
1992,368,D/F,0
1993,368,D/F,0
1994,368,D/F,0
1995,368,D/F,0
1996,368,D/F,0
1997,368,D/F,0
1998,368,D/F,0
1999,368,D/F,0
2000,368,D/F,0
2001,368,D/F,0
2002,368,D/F,0
2003,368,D/F,0
2004,368,D/F,0
2005,368,D/F,0
2006,368,D/F,0
2007,368,D/F,0
2008,368,D/F,0
2009,368,D/F,0
2010,368,D/F,0
2011,368,D/F,0
2012,368,D/F,0
2013,368,D/F,0
2014,368,D/F,0
2015,368,D/F,0
2016,368,D/F,0
2017,368,D/F,0
2018,368,D/F,0
2019,368,D/F,1
2020,368,D/F,1
2021,368,D/F,1
2022,368,D/F,1
2023,368,D/F,1
2024,368,D/F,1
2025,368,D/F,1
1991,369,D/fact,0
1992,369,D/fact,0
1993,369,D/fact,0
1994,369,D/P,0
1995,369,D/P,0
1996,369,D/P,0
1997,369,D/P,0
1998,369,D/P,0
1999,369,D/P,0
2000,369,D/fact,0
2001,369,D/fact,0
2002,369,D/fact,0
2003,369,D/fact,0
2004,369,D/fact,0
2005,369,D/fact,0
2006,369,D/fact,0
2007,369,D/fact,0
2008,369,D/fact,0
2009,369,D/fact,0
2010,369,D/fact,0
2011,369,D/fact,0
2012,369,D/fact,0
2013,369,D/fact,0
2014,369,D/fact,0
2015,369,D/fact,0
2016,369,D/fact,0
2017,369,D/fact,0
2018,369,D/fact,0
2019,369,D/fact,1
2020,369,D/fact,1
2021,369,D/fact,1
2022,369,D/fact,1
2023,369,D/fact,1
2024,369,D/fact,1
2025,369,D/fact,1
1991,370,D/fact,0
1992,370,D/fact,0
1993,370,D/fact,0
1994,370,D/fact,0
1995,370,A/P,0
1996,370,A/F,0
1997,370,A/F,0
1998,370,A/F,0
1999,370,A/F,0
2000,370,A/F,0
2001,370,A/F,0
2002,370,A/F,0
2003,370,A/F,0
2004,370,A/F,0
2005,370,A/F,0
2006,370,A/F,0
2007,370,A/F,0
2008,370,A/F,0
2009,370,A/F,0
2010,370,A/F,0
2011,370,A/F,0
2012,370,A/F,0
2013,370,A/F,0
2014,370,A/F,0
2015,370,A/F,0
2016,370,A/F,0
2017,370,A/F,0
2018,370,A/F,0
2019,370,A/F,1
2020,370,A/F,1
2021,370,A/F,1
2022,370,A/F,1
2023,370,A/F,1
2024,370,A/F,1
2025,370,A/F,1
1991,371,D/P,0
1992,371,D/P,0
1993,371,D/P,0
1994,371,D/P,0
1995,371,D/fact,0
1996,371,A/F,0
1997,371,A/F,0
1998,371,D/P,0
1999,371,D/P,0
2000,371,D/P,0
2001,371,D/P,0
2002,371,D/P,0
2003,371,D/fact,0
2004,371,D/fact,0
2005,371,D/fact,0
2006,371,D/fact,0
2007,371,D/fact,0
2008,371,D/fact,0
2009,371,D/fact,0
2010,371,D/fact,0
2011,371,D/fact,0
2012,371,D/fact,0
2013,371,D/fact,0
2014,371,D/fact,0
2015,371,D/fact,0
2016,371,D/fact,0
2017,371,D/fact,0
2018,371,D/P,0
2019,371,D/P,1
2020,371,D/P,1
2021,371,D/P,1
2022,371,D/P,1
2023,371,D/P,1
2024,371,D/P,1
2025,371,D/P,1
1991,372,D/fact,0
1992,372,transition,0
1993,372,transition,0
1994,372,transition,0
1995,372,D/P,0
1996,372,D/P,0
1997,372,D/P,0
1998,372,D/P,0
1999,372,D/P,0
2000,372,A/P,0
2001,372,A/P,0
2002,372,A/P,0
2003,372,A/P,0
2004,372,D/P,0
2005,372,D/P,0
2006,372,D/P,0
2007,372,D/P,0
2008,372,D/P,0
2009,372,D/P,0
2010,372,D/P,0
2011,372,D/P,0
2012,372,D/P,0
2013,372,D/P,0
2014,372,D/P,0
2015,372,D/P,0
2016,372,D/P,0
2017,372,D/P,0
2018,372,D/P,0
2019,372,D/P,1
2020,372,D/P,1
2021,372,D/P,1
2022,372,D/P,1
2023,372,D/P,1
2024,372,D/P,1
2025,372,D/P,1
1991,373,A/P,0
1992,373,D/fact,0
1993,373,A/P,0
1994,373,A/P,0
1995,373,A/F,0
1996,373,A/F,0
1997,373,A/F,0
1998,373,A/F,0
1999,373,A/F,0
2000,373,A/F,0
2001,373,A/F,0
2002,373,A/F,0
2003,373,A/F,0
2004,373,A/F,0
2005,373,A/F,0
2006,373,A/F,0
2007,373,A/F,0
2008,373,A/F,0
2009,373,A/F,0
2010,373,A/F,0
2011,373,A/F,0
2012,373,A/F,0
2013,373,A/F,0
2014,373,A/F,0
2015,373,A/F,0
2016,373,A/F,0
2017,373,A/F,0
2018,373,A/F,0
2019,373,A/F,1
2020,373,A/F,1
2021,373,A/F,1
2022,373,A/F,1
2023,373,A/F,1
2024,373,A/F,1
2025,373,A/F,1
1970,375,D/F,0
1971,375,D/F,0
1972,375,D/F,0
1973,375,D/F,0
1974,375,D/F,0
1975,375,D/F,0
1976,375,D/F,0
1977,375,D/F,0
1978,375,D/F,0
1979,375,D/F,0
1980,375,D/F,0
1981,375,D/F,0
1982,375,D/F,0
1983,375,D/F,0
1984,375,D/F,0
1985,375,D/F,0
1986,375,D/F,0
1987,375,D/F,0
1988,375,D/F,0
1989,375,D/F,0
1990,375,D/F,0
1991,375,D/F,0
1992,375,D/F,0
1993,375,D/F,0
1994,375,D/F,0
1995,375,D/F,0
1996,375,D/F,0
1997,375,D/F,0
1998,375,D/F,0
1999,375,D/F,0
2000,375,D/F,0
2001,375,D/F,0
2002,375,D/F,0
2003,375,D/F,0
2004,375,D/F,0
2005,375,D/F,0
2006,375,D/F,0
2007,375,D/F,0
2008,375,D/F,0
2009,375,D/F,0
2010,375,D/F,0
2011,375,D/F,0
2012,375,D/F,0
2013,375,D/F,0
2014,375,D/F,0
2015,375,D/F,0
2016,375,D/F,0
2017,375,D/F,0
2018,375,D/F,0
2019,375,D/F,1
2020,375,D/F,1
2021,375,D/F,1
2022,375,D/F,1
2023,375,D/F,1
2024,375,D/F,1
2025,375,D/F,1
1970,380,D/F,0
1971,380,D/F,0
1972,380,D/F,0
1973,380,D/F,0
1974,380,D/F,0
1975,380,D/F,0
1976,380,D/F,0
1977,380,D/F,0
1978,380,D/F,0
1979,380,D/F,0
1980,380,D/F,0
1981,380,D/F,0
1982,380,D/F,0
1983,380,D/F,0
1984,380,D/F,0
1985,380,D/F,0
1986,380,D/F,0
1987,380,D/F,0
1988,380,D/F,0
1989,380,D/F,0
1990,380,D/F,0
1991,380,D/F,0
1992,380,D/F,0
1993,380,D/F,0
1994,380,D/F,0
1995,380,D/F,0
1996,380,D/F,0
1997,380,D/F,0
1998,380,D/F,0
1999,380,D/F,0
2000,380,D/F,0
2001,380,D/F,0
2002,380,D/F,0
2003,380,D/F,0
2004,380,D/F,0
2005,380,D/F,0
2006,380,D/F,0
2007,380,D/F,0
2008,380,D/F,0
2009,380,D/F,0
2010,380,D/F,0
2011,380,D/F,0
2012,380,D/F,0
2013,380,D/F,0
2014,380,D/F,0
2015,380,D/F,0
2016,380,D/F,0
2017,380,D/F,0
2018,380,D/F,0
2019,380,D/F,1
2020,380,D/F,1
2021,380,D/F,1
2022,380,D/F,1
2023,380,D/F,1
2024,380,D/F,1
2025,380,D/F,1
1970,385,D/F,0
1971,385,D/F,0
1972,385,D/F,0
1973,385,D/F,0
1974,385,D/F,0
1975,385,D/F,0
1976,385,D/F,0
1977,385,D/F,0
1978,385,D/F,0
1979,385,D/F,0
1980,385,D/F,0
1981,385,D/F,0
1982,385,D/F,0
1983,385,D/F,0
1984,385,D/F,0
1985,385,D/F,0
1986,385,D/F,0
1987,385,D/F,0
1988,385,D/F,0
1989,385,D/F,0
1990,385,D/F,0
1991,385,D/F,0
1992,385,D/F,0
1993,385,D/F,0
1994,385,D/F,0
1995,385,D/F,0
1996,385,D/F,0
1997,385,D/F,0
1998,385,D/F,0
1999,385,D/F,0
2000,385,D/F,0
2001,385,D/F,0
2002,385,D/F,0
2003,385,D/F,0
2004,385,D/F,0
2005,385,D/F,0
2006,385,D/F,0
2007,385,D/F,0
2008,385,D/F,0
2009,385,D/F,0
2010,385,D/F,0
2011,385,D/F,0
2012,385,D/F,0
2013,385,D/F,0
2014,385,D/F,0
2015,385,D/F,0
2016,385,D/F,0
2017,385,D/F,0
2018,385,D/F,0
2019,385,D/F,1
2020,385,D/F,1
2021,385,D/F,1
2022,385,D/F,1
2023,385,D/F,1
2024,385,D/F,1
2025,385,D/F,1
1970,390,D/F,0
1971,390,D/F,0
1972,390,D/F,0
1973,390,D/F,0
1974,390,D/F,0
1975,390,D/F,0
1976,390,D/F,0
1977,390,D/F,0
1978,390,D/F,0
1979,390,D/F,0
1980,390,D/F,0
1981,390,D/F,0
1982,390,D/F,0
1983,390,D/F,0
1984,390,D/F,0
1985,390,D/F,0
1986,390,D/F,0
1987,390,D/F,0
1988,390,D/F,0
1989,390,D/F,0
1990,390,D/F,0
1991,390,D/F,0
1992,390,D/F,0
1993,390,D/F,0
1994,390,D/F,0
1995,390,D/F,0
1996,390,D/F,0
1997,390,D/F,0
1998,390,D/F,0
1999,390,D/F,0
2000,390,D/F,0
2001,390,D/F,0
2002,390,D/F,0
2003,390,D/F,0
2004,390,D/F,0
2005,390,D/F,0
2006,390,D/F,0
2007,390,D/F,0
2008,390,D/F,0
2009,390,D/F,0
2010,390,D/F,0
2011,390,D/F,0
2012,390,D/F,0
2013,390,D/F,0
2014,390,D/F,0
2015,390,D/F,0
2016,390,D/F,0
2017,390,D/F,0
2018,390,D/F,0
2019,390,D/F,1
2020,390,D/F,1
2021,390,D/F,1
2022,390,D/F,1
2023,390,D/F,1
2024,390,D/F,1
2025,390,D/F,1
1975,402,A/F,0
1976,402,A/F,0
1977,402,A/F,0
1978,402,A/F,0
1979,402,A/F,0
1980,402,A/F,0
1981,402,A/F,0
1982,402,A/F,0
1983,402,A/F,0
1984,402,A/F,0
1985,402,A/F,0
1986,402,A/F,0
1987,402,A/F,0
1988,402,A/F,0
1989,402,A/F,0
1990,402,A/F,0
1991,402,D/P,0
1992,402,D/P,0
1993,402,D/P,0
1994,402,D/P,0
1995,402,D/P,0
1996,402,D/P,0
1997,402,D/P,0
1998,402,D/P,0
1999,402,D/P,0
2000,402,D/P,0
2001,402,D/F,0
2002,402,D/F,0
2003,402,D/F,0
2004,402,D/F,0
2005,402,D/F,0
2006,402,D/F,0
2007,402,D/F,0
2008,402,D/F,0
2009,402,D/F,0
2010,402,D/F,0
2011,402,D/F,0
2012,402,D/F,0
2013,402,D/F,0
2014,402,D/F,0
2015,402,D/F,0
2016,402,D/F,0
2017,402,D/F,0
2018,402,D/F,0
2019,402,D/F,1
2020,402,D/F,1
2021,402,D/F,1
2022,402,D/F,1
2023,402,D/F,1
2024,402,D/F,1
2025,402,D/F,1
1974,404,A/F,0
1975,404,A/F,0
1976,404,A/F,0
1977,404,A/F,0
1978,404,A/F,0
1979,404,A/F,0
1980,404,A/F,0
1981,404,A/F,0
1982,404,A/F,0
1983,404,A/F,0
1984,404,A/F,0
1985,404,A/F,0
1986,404,A/F,0
1987,404,A/F,0
1988,404,A/F,0
1989,404,A/F,0
1990,404,A/F,0
1991,404,A/F,0
1992,404,A/F,0
1993,404,A/F,0
1994,404,A/P,0
1995,404,A/P,0
1996,404,A/P,0
1997,404,A/P,0
1998,404,transition,0
1999,404,transition,0
2000,404,D/fact,0
2001,404,D/fact,0
2002,404,D/fact,0
2003,404,A/P,0
2004,404,A/P,0
2005,404,D/fact,0
2006,404,D/fact,0
2007,404,D/fact,0
2008,404,D/fact,0
2009,404,D/P,0
2010,404,D/P,0
2011,404,D/P,0
2012,404,A/P,0
2013,404,A/P,0
2014,404,D/P,0
2015,404,D/P,0
2016,404,D/P,0
2017,404,D/P,0
2018,404,D/P,0
2019,404,D/P,1
2020,404,D/P,1
2021,404,D/P,1
2022,404,D/P,1
2023,404,D/P,1
2024,404,D/P,1
2025,404,D/P,1
1970,411,A/F,0
1971,411,A/F,0
1972,411,A/F,0
1973,411,A/F,0
1974,411,A/F,0
1975,411,A/F,0
1976,411,A/F,0
1977,411,A/F,0
1978,411,A/F,0
1979,411,A/F,0
1980,411,A/F,0
1981,411,A/F,0
1982,411,A/F,0
1983,411,A/F,0
1984,411,A/F,0
1985,411,A/F,0
1986,411,A/F,0
1987,411,A/F,0
1988,411,A/F,0
1989,411,A/F,0
1990,411,A/F,0
1991,411,A/F,0
1992,411,A/F,0
1993,411,A/F,0
1994,411,A/F,0
1995,411,A/F,0
1996,411,A/F,0
1997,411,A/F,0
1998,411,A/F,0
1999,411,A/F,0
2000,411,A/F,0
